Form Detail,150 Programmed,40 Programmed,40 Robot Programmed
L150768,1,2,0
L150770,1,1,0
L150771,1,1,0
L150773,1,2,0
L150775,1,1,0
L150776,1,1,0
L150778,1,1,0
L150780,1,1,0
L150782,2,2,0
L150784,1,2,0
L150785,1,1,0
L150786,1,2,0
L150787,1,1,0
L150788,1,0,0
L150789,1,1,0
L150790,1,1,0
L150791,1,1,0
L150792,1,1,0
L150797,1,2,0
L150799,1,2,0
L150802,2,2,0
L150804,1,1,0
L150805,1,2,0
L150806,1,2,0
L150807,1,2,0
L150808,1,2,0
L150809,1,2,0
L150810,1,2,0
L150811,1,1,0
L150812,1,2,0
L150815,1,1,0
L150817,1,2,0
L150818,1,2,0
L150820,1,2,0
L150821,1,1,0
L150822,2,2,0
L150823,2,2,0
L150825,1,1,0
L150827,1,1,0
L150829,1,1,0
L150830,1,1,0
L150831,2,2,0
L150833,1,2,0
L150834,1,2,0
L150837,1,2,0
L150838,1,2,0
L150839,1,2,0
L150840,1,2,0
L150841,1,2,0
L150842,1,2,0
L150843,1,2,0
L150844,1,2,0
L150845,1,2,0
L150846,1,2,0
L150847,1,2,0
L150848,1,2,0
L150849,1,2,0
L150850,1,2,0
L150851,2,2,0
L150852,2,2,0
L150855,1,2,0
L150856,1,2,0
L150857,1,2,0
L150858,1,2,0
L150859,1,2,0
L150860,1,2,0
L150861,1,2,0
L150875,2,2,0
L150876,2,2,0
L150877,1,2,0
L150878,1,2,0
L150879,1,2,0
L150880,1,2,0
L150894,1,2,0
L150895,1,2,0
L150896,1,2,0
L150897,1,2,0
L150898,1,2,0
L150899,1,2,0
L150900,1,2,0
L150901,1,2,0
L150906,1,2,0
L150908,2,2,0
L150909,1,2,0
L150911,1,2,0
L150912,1,2,0
L150913,1,2,0
L150916,1,1,0
L150917,1,1,0
L150918,1,1,0
L150920,1,1,0
L150922,1,1,0
L150924,1,1,0
L150925,1,1,0
L150926,1,1,0
L150927,1,1,0
L150929,1,1,0
L150931,1,2,0
L150932,1,1,0
L150933,1,1,0
L150935,1,1,0
L150936,1,1,0
L150937,1,1,0
L150938,1,1,0
L150939,1,1,0
L150940,1,1,0
L150941,1,1,0
L150947,2,2,0
L150949,1,1,0
L150950,1,1,0
L150953,1,1,0
L150954,1,2,0
L150955,1,2,0
L150957,1,1,0
L150958,1,2,0
L150959,1,2,0
L150960,1,2,0
L150961,1,2,0
L150962,1,2,0
L150963,1,1,0
L150965,1,2,0
L150966,1,2,0
L150967,1,2,0
L150968,1,2,0
L150969,1,2,0
L150970,1,2,0
L150971,1,2,0
L150972,1,2,0
L150975,1,2,0
L150976,1,2,0
L150977,1,2,0
L150978,1,2,0
L150979,1,2,0
L150980,1,2,0
L150981,1,2,0
L150982,1,2,0
L150983,1,2,0
L150984,1,2,0
L150985,1,2,0
L150986,1,2,0
L150987,1,2,0
L150991,1,2,0
L150992,1,2,0
L150993,1,2,0
L150994,1,2,0
L150995,1,2,0
L150996,1,2,0
L150997,1,2,0
L150998,1,2,0
L150999,1,2,0
L151000,1,2,0
L151001,1,2,0
L151002,1,2,0
L151003,1,2,0
L151021,1,2,0
L151022,1,2,0
L151039,1,2,0
L151041,1,2,0
L151042,1,2,0
L151043,1,2,0
L151044,1,2,0
L151045,1,2,0
L151046,1,2,0
L151047,1,2,0
L151048,1,2,0
L151049,1,2,0
L151050,1,2,0
L151051,1,2,0
L151052,1,2,0
L151053,1,2,0
L151054,1,2,0
L151055,1,2,0
L151056,1,2,0
L151057,1,2,0
L151058,1,2,0
L151059,1,2,0
L151060,1,2,0
L151064,1,2,0
L151065,1,2,0
L151067,2,2,0
L151068,2,2,0
L151070,1,2,0
L151072,2,2,0
L151073,2,2,0
L151075,1,2,0
L151076,1,1,0
L151088,1,2,0
L151089,1,2,0
L151090,1,2,0
L151091,2,2,0
L151092,1,2,0
L151093,1,2,0
L151094,1,2,0
L151095,1,2,0
L151096,1,2,0
L151097,1,2,0
L151098,1,2,0
L151099,1,2,0
L151100,2,2,0
L151101,2,2,0
L151102,1,2,0
L151103,1,2,0
L151104,1,2,0
L151105,1,2,0
L151106,1,2,0
L151107,1,2,0
L151108,1,2,0
L151109,1,2,0
L151110,1,2,0
L151111,1,2,0
L151112,1,2,0
L151113,1,2,0
L151114,1,2,0
L151115,1,2,0
L151116,1,2,0
L151117,1,2,0
L151118,1,2,0
L151119,1,2,0
L151120,1,2,0
L151121,1,2,0
L151122,1,2,0
L151123,1,2,0
L151124,1,2,0
L151125,1,2,0
L151126,1,2,0
L151127,1,2,0
L151138,1,2,0
L151139,1,2,0
L151140,1,2,0
L151149,1,2,0
L151150,1,2,0
L151151,1,2,0
L151152,1,1,0
L151172,1,2,0
L151173,1,2,0
L151175,2,2,0
L151176,1,1,0
L151177,1,1,0
L151179,1,2,0
L151182,2,2,0
L151183,2,2,0
L151184,2,2,0
L151185,2,2,0
L151187,1,2,0
L151188,1,2,0
L151190,1,2,0
L151191,1,2,0
L151193,1,2,0
L151194,1,2,0
L151195,1,2,0
L151197,1,2,0
L151199,1,2,0
L151200,1,1,0
L151201,1,2,0
L151202,1,2,0
L151203,1,2,0
l151205,1,2,0
l151206,1,2,0
L151207,1,2,0
L151209,1,2,0
L151210,1,2,0
L151211,2,2,0
L151212,1,2,0
l151213,1,2,0
L151214,1,2,0
l151216,2,2,0
L151217,1,2,0
L151218,2,2,0
L151219,1,2,0
L151220,1,2,0
L151221,1,2,0
L151222,1,2,0
L151223,1,2,0
L151224,1,2,0
L151225,1,2,0
L151227,1,1,0
L151228,1,2,0
L151229,1,2,0
L151230,1,2,0
L151231,1,2,0
L151232,1,2,0
L151233,1,2,0
L151234,1,2,0
L151235,1,2,0
L151236,1,2,0
L151237,1,2,0
L151238,1,1,0
L151239,2,2,0
L151240,2,2,0
L151241,1,1,0
L151242,1,2,0
L151244,2,2,0
L151245,1,1,0
L151248,1,2,0
L151249,1,1,0
L151250,1,2,0
L151252,1,2,0
L151253,1,2,0
L151254,1,2,0
L151255,1,2,0
L151256,1,2,0
L151257,1,2,0
L151258,1,2,0
L151259,1,2,0
L151260,1,2,0
L151261,1,2,0
L151262,1,2,0
L151263,1,2,0
L151264,1,2,0
L151265,1,2,0
L151271,1,2,0
L151272,1,2,0
L151273,1,2,0
l151274,1,2,0
l151275,1,2,0
l151276,1,2,0
L151277,1,2,0
L151278,1,2,0
L151279,2,2,0
L151290,1,1,0
L151293,2,2,0
L151295,1,2,0
L151296,1,2,0
L151297,1,2,0
L151298,1,2,0
L151299,1,2,0
L151300,1,2,0
L151301,1,2,0
L151302,1,2,0
L151305,1,2,0
L151307,1,1,0
L151308,2,2,0
L151310,1,1,0
L151311,2,2,0
l151313,1,2,0
L151314,1,2,0
L151316,2,2,0
L151320,1,2,0
L151330,1,2,0
L151331,2,2,0
L151332,2,2,0
L151333,1,2,0
L151334,1,2,0
L151335,1,2,0
L151336,1,2,0
L151337,1,2,0
L151338,1,2,0
L151339,1,2,0
L151340,1,2,0
L151341,1,2,0
L151342,1,2,0
L151343,1,2,0
L151344,1,2,0
L151345,1,2,0
L151346,1,2,0
L151347,1,2,0
L151348,1,2,0
L151349,1,2,0
L151350,1,2,0
L151351,1,2,0
L151352,1,2,0
L151353,1,2,0
L151354,1,2,0
L151355,1,2,0
L151360,1,2,0
L151365,1,2,0
L151369,1,2,0
L151370,1,2,0
L151371,1,2,0
L151372,1,2,0
L151374,1,2,0
L151378,1,2,0
L151380,1,2,0
L151381,2,2,0
L151382,2,2,0
L151383,1,2,0
L151385,1,2,0
L151387,1,1,0
L151389,1,2,0
L151390,1,2,0
L151391,1,2,0
L151392,1,2,0
L151393,1,2,0
L151394,1,2,0
L151395,1,2,0
L151396,1,2,0
L151397,1,2,0
L151398,1,2,0
L151399,1,2,0
L151400,1,2,0
L151401,1,2,0
L151402,2,2,0
L151403,1,2,0
L151404,1,2,0
L151405,1,2,0
L151406,1,2,0
L151407,1,2,0
L151408,1,2,0
L151409,1,2,0
L151410,2,2,0
L151411,1,2,0
L151412,1,2,0
L151413,1,2,0
L151418,1,2,0
L151419,1,2,0
L151420,1,2,0
L151421,1,2,0
L151422,1,2,0
L151423,1,2,0
L151424,1,2,0
L151425,2,2,0
L151426,2,2,0
L151427,2,2,0
L151428,1,2,0
L151429,1,2,0
L151430,1,2,0
L151431,2,2,0
L151432,2,2,0
L151433,2,2,0
L151434,1,2,0
L151435,1,2,0
L151438,2,2,0
L151439,2,2,0
L151440,2,2,0
L151444,1,2,0
L151445,1,2,0
L151446,1,2,0
L151447,1,2,0
L151448,1,2,0
L151449,1,2,0
L151450,1,2,0
L151451,1,2,0
L151452,1,2,0
L151453,1,2,0
L151454,1,2,0
L151455,1,2,0
L151456,1,2,0
L151457,1,2,0
L151460,1,2,0
L151461,1,2,0
L151462,1,2,0
L151463,1,2,0
L151464,1,2,0
L151465,1,2,0
L151466,1,2,0
L151467,1,2,0
L151468,1,2,0
L151469,1,2,0
L151470,1,2,0
L151472,1,2,0
L151473,1,2,0
L151474,1,2,0
L151475,1,2,0
L151477,1,2,0
L151478,1,2,0
L151479,1,2,0
L151482,1,2,0
L151483,1,2,0
L151487,1,2,0
L151488,1,2,0
L151489,1,2,0
L151490,1,2,0
L151491,1,2,0
L151492,1,2,0
L151493,1,2,0
L151494,1,2,0
L151495,1,2,0
L151498,1,2,0
L151499,1,0,0
L151504,1,2,0
L151505,1,2,0
L151506,1,2,0
L151508,1,2,0
L151509,1,2,0
L151510,1,2,0
L151511,1,2,0
L151512,1,2,0
L151513,1,2,0
L151514,1,2,0
L151515,1,2,0
L151516,1,2,0
L151517,1,2,0
L151518,1,2,0
L151519,1,2,0
L151523,1,2,0
L151524,1,2,0
L151525,1,2,0
L151526,1,2,0
L151527,1,2,0
L151528,1,2,0
L151529,1,2,0
L151530,1,2,0
L151531,1,2,0
L151533,1,2,0
L151534,1,2,0
L151535,1,2,0
L151537,1,2,0
L151538,1,2,0
L151539,1,2,0
L151540,1,2,0
L151541,1,2,0
L151546,1,2,0
L151548,1,2,0
L151549,1,2,0
L151551,1,2,0
L151552,1,2,0
L151553,1,2,0
L151554,2,2,0
L151555,2,2,0
L151556,1,2,0
L151557,1,2,0
L151558,1,2,0
L151560,1,2,0
L151561,1,2,0
L151562,1,2,0
L151563,1,2,0
L151565,1,2,0
L151566,1,2,0
L151567,2,2,0
L151568,1,2,0
L151569,1,2,0
L151570,1,2,0
L151571,1,2,0
L151572,2,2,0
L151573,1,2,0
L151574,1,2,0
L151575,1,2,0
L151576,1,2,0
L151577,1,2,0
L151578,1,2,0
L151579,1,2,0
L151580,1,2,0
L151581,2,2,0
L151582,1,2,0
L151587,1,2,0
L151588,1,2,0
L151589,1,2,0
L151590,1,2,0
L151591,1,2,0
L151592,1,2,0
L151593,1,2,0
L151599,1,2,0
L151600,1,2,0
L151616,1,2,0
L151617,1,2,0
L151618,1,2,0
L151619,1,2,0
L151620,1,2,0
L151621,1,2,0
L151622,2,2,0
L151623,2,2,0
L151624,1,2,0
L151625,2,2,0
L151628,1,1,0
L151630,1,2,0
L151631,1,2,0
L151635,1,2,0
L151636,1,2,0
L151637,1,2,0
L151638,1,2,0
L151639,1,2,0
L151640,1,2,0
L151641,1,2,0
L151642,1,2,0
L151643,1,2,0
L151644,1,2,0
L151645,1,2,0
L151646,1,2,0
L151647,2,2,0
L151648,1,2,0
L151649,1,2,0
L151650,2,2,0
L151651,2,2,0
L151655,1,2,0
L151656,1,2,0
L151657,1,2,0
L151658,1,2,0
L151659,1,2,0
L151660,1,2,0
L151669,1,2,0
L151670,1,2,0
L151671,1,2,0
L151672,1,2,0
L151686,2,2,0
L151688,1,2,0
L151689,1,2,0
L151690,1,2,0
L151692,1,2,0
L151693,1,2,0
L151695,1,2,0
L151696,1,2,0
L151703,1,2,0
L151704,1,2,0
L151705,1,2,0
L151706,1,2,0
L151707,1,2,0
L151708,1,2,0
L151709,1,2,0
L151710,1,2,0
L151711,1,2,0
L151712,1,2,0
L151714,1,2,0
L151715,1,2,0
L151716,1,2,0
L151717,1,2,0
L151718,1,2,0
L151719,1,2,0
L151727,1,2,0
L151728,1,2,0
L151729,1,2,0
L151730,1,2,0
L151731,1,2,0
L151732,1,2,0
L151734,1,2,0
L151735,1,2,0
L151736,1,2,0
L151737,1,2,0
L151738,1,2,0
L151741,1,2,0
L151742,1,2,0
L151743,1,2,0
L151744,1,2,0
L151745,1,2,0
L151746,1,2,0
L151747,1,2,0
L151748,1,2,0
L151749,1,2,0
L151750,1,2,0
L151751,1,2,0
L151752,1,2,0
L151753,1,2,0
L151754,1,2,0
L151755,1,2,0
L151766,1,2,0
L151767,1,2,0
L151770,2,2,0
L151771,2,2,0
L151780,1,2,0
L151781,1,2,0
L151782,1,2,0
L151783,1,2,0
L151784,1,2,0
L151785,1,2,0
L151786,1,2,0
L151787,1,2,0
L151788,1,2,0
L151789,1,2,0
L151790,1,2,0
L151791,1,2,0
L151792,1,2,0
L151793,1,2,0
L151794,1,2,0
L151795,1,2,0
L151797,1,2,0
L151798,1,2,0
L151799,1,2,0
L151800,2,2,0
L151801,1,2,0
L151802,1,2,0
L151803,1,2,0
L151804,1,2,0
L151805,1,2,0
L151806,1,2,0
L151807,1,2,0
L151808,1,2,0
L151809,1,2,0
L151819,1,2,0
L151820,1,2,0
L151821,1,2,0
L151823,1,2,0
L151824,1,2,0
L151825,1,2,0
L151826,2,2,0
L151827,1,2,0
L151828,1,2,0
L151829,1,2,0
L151830,1,2,0
L151831,1,2,0
L151832,1,2,0
L151833,1,2,0
L151834,1,2,0
L151835,1,2,0
L151839,2,2,0
L151841,2,2,0
L151843,1,2,0
L151844,1,2,0
L151845,1,2,0
L151846,1,2,0
L151847,1,2,0
L151854,1,2,0
L151856,1,2,0
L151857,1,2,0
l151859,1,2,0
l151860,1,2,0
L151861,1,2,0
L151862,1,2,0
L151866,1,2,0
L151867,1,2,0
L151868,1,2,0
L151869,1,2,0
L151870,1,2,0
L151871,1,2,0
L151872,1,2,0
L151873,1,2,0
L151874,1,2,0
L151883,1,2,0
L151884,1,2,0
L151885,2,2,0
L151886,1,2,0
L151887,1,2,0
L151888,1,2,0
L151889,1,2,0
L151890,1,2,0
L151891,1,2,0
L151892,1,2,0
L151893,1,2,0
L151894,1,2,0
L151895,1,2,0
L151896,1,2,0
L151897,1,2,0
L151898,1,2,0
L151900,1,2,0
L151901,1,2,0
L151903,2,2,0
L151904,1,2,0
L151906,1,2,0
L151907,1,2,0
L151908,1,2,0
L151909,1,2,0
L151910,1,2,0
L151911,1,2,0
l151912,1,2,0
L151913,1,2,0
L151914,1,2,0
L151915,1,2,0
L151916,1,2,0
L151917,1,2,0
L151918,1,2,0
L151919,1,2,0
L151922,1,2,0
L151924,2,2,0
L151925,2,2,0
L151926,1,2,0
L151927,1,2,0
L151928,1,2,0
L151929,1,2,0
L151930,1,2,0
L151931,1,2,0
L151932,1,2,0
L151933,1,2,0
L151934,1,2,0
L151935,1,2,0
L151936,1,2,0
L151937,1,2,0
L151938,1,2,0
L151939,1,2,0
L151940,1,2,0
L151941,1,2,0
L151942,1,2,0
L151943,1,2,0
L151944,1,2,0
L151945,1,2,0
L151946,1,2,0
L151947,1,2,0
L151948,1,2,0
L151949,1,2,0
L151950,1,1,0
L151951,2,2,0
L151952,2,2,0
L151960,1,2,0
L151964,1,2,0
L151965,1,2,0
L151967,1,2,0
L151968,1,2,0
L151969,1,2,0
L151970,1,2,0
L151971,1,2,0
l151972,1,2,0
L151973,1,2,0
L151974,1,2,0
L151975,1,2,0
L151976,1,2,0
L151979,1,2,0
L151980,1,2,0
L1519801,1,2,0
L151981,1,2,0
L151982,1,2,0
L151983,1,2,0
L151984,1,2,0
L151985,1,2,0
L151986,1,2,0
L151987,1,2,0
L151988,1,2,0
L151990,1,2,0
L151991,1,2,0
L151992,1,2,0
L151993,1,2,0
L151994,1,2,0
L151995,1,2,0
L151996,1,2,0
L151997,1,2,0
L151998,1,2,0
L151999,1,2,0
L152000,1,2,0
L152001,1,2,0
L152002,1,2,0
L152003,1,2,0
L152004,1,2,0
L152005,1,2,0
L152006,1,2,0
L152007,1,2,0
L152008,1,2,0
L152009,1,2,0
L152010,1,2,0
L152011,1,2,0
L152012,1,2,0
L152013,1,2,0
L152014,1,2,0
L152015,1,2,0
L152016,1,2,0
L152017,1,2,0
L152018,1,2,0
L152019,1,2,0
L152020,1,2,0
L152021,1,2,0
L152024,1,1,0
L152026,1,2,0
L152029,1,2,0
L152030,1,2,0
L152046,1,2,0
L152048,1,2,0
L152050,1,2,0
L152051,1,2,0
L152052,1,2,0
L152070,1,2,0
L152072,1,2,0
L152073,1,2,0
L152075,1,2,0
L152077,1,2,0
L152078,1,2,0
L152080,1,2,0
L152081,1,2,0
L152082,1,2,0
L152084,1,2,0
L152085,1,2,0
L152087,1,2,0
L152088,2,2,0
L152090,1,2,0
L152091,1,2,0
L152092,1,2,0
L152093,1,2,0
L152094,1,2,0
L152104,1,2,0
L152106,1,2,0
L152107,1,2,0
L152108,1,2,0
L152109,1,2,0
L152110,1,2,0
L152111,1,2,0
L152112,1,2,0
L152113,1,2,0
L152114,1,2,0
L152115,1,2,0
L152116,1,2,0
L152117,1,2,0
L152118,1,2,0
L152119,1,2,0
L152120,1,2,0
L152121,1,2,0
L152122,1,2,0
L152123,1,2,0
L152124,1,2,0
L152125,1,2,0
L152126,1,2,0
L152127,1,2,0
L152128,1,2,0
L152129,1,2,0
L152130,1,2,0
L152131,1,2,0
L152132,1,2,0
L152133,1,2,0
L152134,1,2,0
L152135,1,2,0
L152136,1,2,0
L152137,1,2,0
L152142,1,2,0
L152143,1,2,0
L152144,1,2,0
L152145,1,2,0
L152146,1,2,0
L152147,2,2,0
L152148,1,2,0
L152149,1,2,0
L152156,1,2,0
L152157,1,2,0
L152167,1,2,0
L152168,1,2,0
L152169,1,2,0
L152170,1,2,0
L152171,1,2,0
L152172,1,2,0
L152173,1,2,0
L152174,1,2,0
L152184,1,2,0
L152185,1,2,0
L152186,1,2,0
L152187,1,2,0
L152188,1,2,0
L152189,2,2,0
L152190,1,2,0
L152191,1,2,0
L152192,1,2,0
L152193,1,2,0
L152194,1,2,0
L152195,1,2,0
L152197,1,2,0
L152198,1,2,0
L152199,1,2,0
L152203,1,2,0
L152217,1,2,0
L152218,1,2,0
L152220,1,2,0
L152223,1,2,0
L152224,1,2,0
L152225,1,2,0
L152226,1,2,0
L152227,1,2,0
L152230,1,2,0
L152231,1,2,0
L152233,1,2,0
L152234,1,2,0
L152235,1,2,0
L152236,1,2,0
L152237,1,2,0
L152238,1,2,0
L152244,1,2,0
L152245,1,2,0
L152247,1,2,0
L152248,1,2,0
L152250,1,2,0
L152251,1,2,0
L152253,2,2,0
L152254,1,2,0
L152256,1,2,0
L152257,1,2,0
L152258,1,2,0
L152259,1,2,0
L152262,1,2,0
L152264,1,2,0
L152268,1,2,0
L152269,1,2,0
L152270,1,2,0
L152271,1,2,0
L152272,1,2,0
L152273,1,2,0
L152274,1,2,0
L152275,1,2,0
L152276,1,2,0
L152289,1,2,0
L152290,1,2,0
L152291,1,2,0
L152292,1,2,0
L152293,1,2,0
L152294,1,2,0
L152295,1,2,0
L152296,1,2,0
L152297,1,2,0
L152298,1,2,0
L152299,1,2,0
L152302,1,2,0
L152303,1,2,0
L152304,1,2,0
L152305,1,2,0
L152311,1,2,0
L152313,1,2,0
L152314,1,2,0
L152316,1,2,0
L152317,1,2,0
L152318,1,2,0
L152319,1,2,0
L152320,1,2,0
L152321,1,2,0
L152322,1,2,0
L152330,1,2,0
L152331,1,2,0
L152332,1,2,0
L152333,1,2,0
L152334,1,2,0
L152335,1,2,0
L152336,1,2,0
L152337,1,2,0
L152338,1,2,0
L152339,1,2,0
L152340,1,2,0
L152341,1,2,0
L152342,1,2,0
L152343,1,2,0
L152344,1,2,0
L152345,1,2,0
L152346,1,2,0
L152347,1,2,0
L152348,1,2,0
L152349,1,2,0
L152350,1,2,0
L152351,1,2,0
L152352,1,2,0
L152353,1,2,0
L152362,1,2,0
L152364,1,2,0
L152365,1,2,0
L152366,1,2,0
L152367,1,2,0
L152368,1,2,0
L152369,1,2,0
L152370,1,2,0
L152371,1,2,0
L152372,1,2,0
L152373,1,2,0
L152374,1,2,0
L152375,1,2,0
L152376,1,2,0
L152381,1,2,0
L152382,1,2,0
L152383,2,2,0
L152384,2,2,0
L152385,1,2,0
L152386,1,2,0
L152387,1,2,0
L152388,1,2,0
L152389,1,2,0
L152390,2,2,0
L152391,1,2,0
L152392,1,2,0
L152393,1,2,0
L152394,1,2,0
L152395,1,2,0
L152396,1,2,0
L152401,1,2,0
L152402,1,2,0
L152403,1,2,0
L152405,1,2,0
L152406,1,2,0
L152408,1,2,0
L152410,1,2,0
L152412,1,2,0
L152413,1,2,0
L152414,1,2,0
L152415,1,2,0
L152416,2,2,0
L152417,2,2,0
L152418,1,2,0
L152419,1,2,0
L152420,1,2,0
L152421,1,2,0
L152422,1,2,0
L152423,1,2,0
L152424,1,2,0
L152425,1,2,0
L152426,1,2,0
L152427,1,2,0
L152428,1,2,0
L152429,1,2,0
L152430,1,2,0
L152431,1,2,0
L152432,1,2,0
L152433,1,2,0
L152434,1,2,0
L152435,1,2,0
L152436,1,2,0
L152437,1,2,0
L152438,1,2,0
L152439,1,2,0
L152440,1,2,0
L152441,1,2,0
L152473,1,2,0
L152474,1,2,0
L152475,1,2,0
L152476,1,2,0
L152477,1,2,0
L152478,1,2,0
L152479,1,2,0
L152480,1,2,0
L152481,2,2,0
L152482,2,2,0
L152483,1,2,0
L152484,1,2,0
L152485,1,2,0
L152495,1,2,0
L152499,1,2,0
L152506,1,2,0
L152507,1,2,0
L152508,1,2,0
L152509,1,2,0
L152510,1,2,0
L152511,1,2,0
L152512,1,2,0
L152519,1,2,0
L152544,1,2,0
L152545,1,2,0
L152546,1,2,0
L152547,1,2,0
L152548,1,2,0
L152549,1,2,0
L152553,1,2,0
L152554,1,2,0
L152555,1,2,0
L152556,1,2,0
L152557,1,2,0
L152558,1,2,0
L152559,1,2,0
L152560,1,2,0
L152561,1,2,0
L152562,1,2,0
L152563,1,2,0
L152564,1,2,0
L152565,1,2,0
L152566,1,2,0
L152567,1,2,0
L152568,1,2,0
L152569,1,2,0
L152570,1,2,0
L152573,1,2,0
L152574,1,2,0
L152575,1,2,0
L152579,1,2,0
L152581,1,2,0
L152582,1,2,0
L152583,1,2,0
L152585,1,2,0
L152592,1,2,0
L152593,1,2,0
L152594,1,2,0
L152595,1,2,0
L152596,1,2,0
L152597,1,2,0
L152599,1,2,0
L152600,1,2,0
L152602,1,2,0
L152603,1,2,0
L152604,1,2,0
L152605,1,2,0
L152606,1,2,0
L152607,1,2,0
L152608,1,2,0
L152612,1,2,0
L152613,1,2,0
L152614,1,2,0
L152615,1,2,0
L152617,1,2,0
L152618,1,2,0
L152619,1,2,0
L152620,1,2,0
L152621,1,2,0
L152622,1,2,0
L152623,1,2,0
L152624,1,2,0
L152625,1,2,0
L152626,1,2,0
L152627,1,2,0
L152628,1,2,0
L152629,1,2,0
L152630,1,2,0
L152632,1,2,0
L152633,1,2,0
L152634,1,2,0
L152638,2,2,0
L152640,2,0,0
L152641,2,0,0
L152642,2,0,0
L152643,2,0,0
L152645,1,2,0
L152646,1,2,0
L152652,1,2,0
L152653,1,2,0
L152654,1,2,0
L152655,1,2,0
L152656,1,2,0
L152657,1,2,0
L152659,1,2,0
L152661,2,2,0
L152662,2,2,0
L152663,2,2,0
L152664 ,2,2,0
L152666,1,2,0
L152667,1,2,0
L152668,1,2,0
L152670,1,2,0
L152671,1,2,0
L152672,1,2,0
L152673,1,2,0
L152674,1,2,0
L152675,1,2,0
L152676,1,2,0
L152677,1,2,0
L152678,1,2,0
L152679,1,2,0
L152680,1,2,0
L152681,1,2,0
L152682,1,2,0
L152683,1,2,0
L152722,2,2,0
L152724,1,2,0
L152725,1,2,0
L152726,1,2,0
L152727,1,2,0
L152728,1,2,0
L152729,1,2,0
L152730,1,2,0
L152731,1,2,0
L152738,1,2,0
L152739,1,2,0
L152740,1,2,0
L152741,1,2,0
L152742,1,2,0
L152743,1,2,0
L152744,1,2,0
L152745,1,2,0
L152746,1,2,0
L152748,1,2,0
L152750,1,2,0
L152751,1,2,0
L152753,1,2,0
L152754,1,2,0
L152755,1,2,0
L152757,1,2,0
L152758,1,2,0
L152759,1,2,0
L152760,1,2,0
L152761,1,2,0
L152762,1,2,0
L152763,1,2,0
L152765,1,2,0
L152766,1,2,0
L152767,1,2,0
L152768,1,2,0
L152769,1,2,0
L152770,1,2,0
L152771,1,2,0
L152772,1,2,0
L152773,1,2,0
L152774,1,2,0
L152775,1,2,0
L152776,1,2,0
L152778,1,2,0
L152779,1,2,0
L152780,1,2,0
L152781,1,2,0
L152783,1,2,0
L152784,1,2,0
L152785,1,2,0
L152786,1,2,0
L152787,1,2,0
L152789,2,2,0
L152832,1,2,0
L152833,1,2,0
L152834,1,2,0
L152835,1,2,0
L152836,1,2,0
L152837,1,2,0
L152838,1,2,0
L152839,1,2,0
L152840,1,2,0
L152841,1,2,0
L152842,1,2,0
L152844,1,2,0
L152845,1,2,0
L152846,1,2,0
L152847,1,2,0
L152848,1,2,0
L152850,1,2,0
L152851,1,2,0
L152852,1,2,0
L152853,1,2,0
L152854,1,2,0
L152855,1,2,0
L152856,1,2,0
L152857,1,2,0
L152861,1,2,0
L152862,1,2,0
L152863,1,2,0
L152864,1,2,0
L152866,1,2,0
L152867,1,2,0
L152868,1,2,0
L152869,1,2,0
L152870,1,2,0
L152871,1,2,0
L152872,1,2,0
L152873,1,2,0
L152874,1,2,0
L152875,1,2,0
L152876,1,2,0
L152877,1,2,0
L152878,1,2,0
L152879,1,2,0
L152880,1,2,0
L152881,1,2,0
L152882,1,2,0
L152883,1,2,0
L152885,1,2,0
L152886,1,2,0
L152887,1,2,0
L152892,1,0,0
L152893,1,0,0
L152894,1,0,0
L152895,1,0,0
L152896,1,0,0
L152897,1,0,0
L152898,1,0,0
L152900,1,2,0
L152901,1,2,0
L152902,1,2,0
L152903,1,2,0
L152904,1,2,0
L152906,1,2,0
L152907,1,2,0
L152908,1,2,0
L152909,1,2,0
L152910,1,2,0
L152911,1,2,0
L152912,1,2,0
L152913,1,2,0
L152914,1,2,0
L152915,1,2,0
L152916,1,2,0
L152918,1,2,0
L152919,1,2,0
L152920,1,2,0
L152921,1,2,0
L152922,1,2,0
L152924,1,2,0
L152928,1,0,0
L152929,1,2,0
L152931,1,2,0
l152938-ss,1,2,0
L152939,1,2,0
L152940,1,2,0
L152942,1,2,0
L152944,1,2,0
L152945,1,2,0
L152946,1,2,0
L152947,1,2,0
L152948,1,2,0
L152949,1,2,0
L152950,1,2,0
L152951,1,2,0
L152952,1,2,0
L152954,1,2,0
L152955,1,2,0
L152956,1,2,0
L152957,1,2,0
L152958,1,2,0
L152959,1,2,0
L152960,1,2,0
L152961,1,2,0
L152962,1,2,0
L152963,1,2,0
L152964,1,2,0
L152965,1,2,0
L152966,1,2,0
L152967,1,2,0
L152968,1,2,0
L152969,1,2,0
L152970,1,2,0
L152971,1,2,0
L152972,1,0,0
L152973,1,2,0
L152974,1,2,0
L152975,1,2,0
L152976,1,2,0
L152977,1,2,0
L152978,1,2,0
L152979,1,2,0
L152980,1,2,0
L152981,1,2,0
L152982,1,2,0
L152983,1,2,0
L152984,1,2,0
L152985,1,2,0
L152986,1,2,0
L152987,1,2,0
L152988,1,2,0
L152989,1,2,0
L152991,1,2,0
L152992,1,2,0
L152993,1,2,0
L152994,1,2,0
L152995,1,2,0
L152996,1,2,0
L152997,1,2,0
L152998,1,2,0
L152999,1,2,0
L153000,1,2,0
L153002,1,2,0
L153003,1,2,0
L153004,1,2,0
